id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude
,403,0.658410953999,0.0139394923767,72,Sulawesi Tengah,7210,Sigi,72,Sulawesi Tengah,7210,Sigi,2017,Kabupaten,543131.93681,7210,5467.90069,-1.4084885754863068,119.97044127960675
,404,0.0738238196222,0.00026046859174,72,Sulawesi Tengah,7211,Banggai Laut,72,Sulawesi Tengah,7211,Banggai Laut,2017,Kabupaten,68453.30322,7211,689.14191,-1.7888517867987404,123.53460720792536
,405,0.420439144679,0.00728889018344,72,Sulawesi Tengah,7212,Morowali Utara,72,Sulawesi Tengah,7212,Morowali Utara,2017,Kabupaten,895907.02283,7212,9019.38796,-1.8145575821299407,121.38496712685117
,406,0.0288822295434,4.34547732801e-05,72,Sulawesi Tengah,7271,Kota Palu,72,Sulawesi Tengah,7271,Palu,2017,Kota,38856.56993,7271,391.18388,-0.8298028204813959,119.90997383754002
,407,0.331770951035,0.00371047719929,73,Sulawesi Selatan,7301,Kepulauan Selayar,73,Sulawesi Selatan,7301,Kepulauan Selayar,2017,Kabupaten,118900.06435,7301,1196.90847,-6.561885064178744,120.71525321468097
,408,0.169315446648,0.00102902258485,73,Sulawesi Selatan,7302,Bulukumba,73,Sulawesi Selatan,7302,Bulukumba,2017,Kabupaten,117622.77713,7302,1184.08389,-5.432469210346689,120.23600655247216
,409,0.0654159717078,0.00014748844589,73,Sulawesi Selatan,7303,Bantaeng,73,Sulawesi Selatan,7303,Bantaeng,2017,Kabupaten,40249.82775,7303,405.1861,-5.48818963820113,119.98691130771574
,410,0.129394333355,0.00070167589381,73,Sulawesi Selatan,7304,Jeneponto,73,Sulawesi Selatan,7304,Jeneponto,2017,Kabupaten,80376.46967,7304,809.13067,-5.567517226647006,119.69844683627885
,411,0.141687120632,0.000710040454609,73,Sulawesi Selatan,7305,Takalar,73,Sulawesi Selatan,7305,Takalar,2017,Kabupaten,57817.44324,7305,582.03627,-5.419755829850611,119.47055758929334
,412,0.104655236082,0.00036318351437,73,Sulawesi Selatan,7306,Gowa,73,Sulawesi Selatan,7306,Gowa,2017,Kabupaten,182037.33535,7306,1832.53667,-5.309278930783019,119.71872707452646
,413,0.321451020759,0.00282295811204,73,Sulawesi Selatan,7307,Sinjai,73,Sulawesi Selatan,7307,Sinjai,2017,Kabupaten,87825.9554,7307,884.12977,-5.209746428804532,120.13586687957275
,414,0.171362064091,0.000910241475726,73,Sulawesi Selatan,7308,Maros,73,Sulawesi Selatan,7309,Maros,2017,Kabupaten,145206.24987,7308,1461.77427,-5.000696327514021,119.7247490450224
,415,0.543888356526,0.0011126834495,73,Sulawesi Selatan,7309,Pangkajene Dan Kepulauan,73,Sulawesi Selatan,7310,Pangkajene Kepulauan,2017,Kabupaten,88827.33025,7309,894.21487,-4.939837253159422,119.47868449327513
,416,0.221968363445,0.00243628659639,73,Sulawesi Selatan,7310,Barru,73,Sulawesi Selatan,7311,Barru,2017,Kabupaten,119580.90716,7310,1203.8198,-4.441677904311638,119.69414528310529
,417,0.400526856421,0.00661042261335,73,Sulawesi Selatan,7311,Bone,73,Sulawesi Selatan,7308,Bone,2017,Kabupaten,462914.17914,7311,4660.13039,-4.69481489107113,120.12958587291901
,418,0.120534278666,0.000879423872014,73,Sulawesi Selatan,7312,Soppeng,73,Sulawesi Selatan,7312,Soppeng,2017,Kabupaten,136907.04475,7312,1378.24444,-4.339045666325047,119.89211090141553
,419,0.176857556767,0.00106959915715,73,Sulawesi Selatan,7313,Wajo,73,Sulawesi Selatan,7313,Wajo,2017,Kabupaten,251695.20745,7313,2533.83213,-4.0065376597868605,120.17100020113
,420,0.313749442483,0.00316723627759,73,Sulawesi Selatan,7314,Sidenreng Rappang,73,Sulawesi Selatan,7314,Sidenreng Rappang,2017,Kabupaten,198935.90464,7314,2002.70711,-3.8072903094978994,119.97142678938624
,421,0.0246831702723,3.2101512895e-05,73,Sulawesi Selatan,7315,Pinrang,73,Sulawesi Selatan,7315,Pinrang,2017,Kabupaten,191792.42759,7315,1930.79838,-3.6224569765611743,119.59991636023922
,422,0.278729632005,0.00305427041766,73,Sulawesi Selatan,7316,Enrekang,73,Sulawesi Selatan,7316,Enrekang,2017,Kabupaten,183152.45131,7316,1843.8219,-3.503723977200986,119.87202985205336
,423,0.125756884221,0.000814963000399,73,Sulawesi Selatan,7317,Luwu,73,Sulawesi Selatan,7317,Luwu,2017,Kabupaten,290747.93236,7317,2927.01285,-3.1985484712593237,120.18254653138312
,424,0.327796787653,0.00512198541511,73,Sulawesi Selatan,7318,Tana Toraja,73,Sulawesi Selatan,7318,Tana Toraja,2017,Kabupaten,202810.99275,7318,2041.73809,-3.10851239609031,119.71237539504907
,425,0.694408926292,0.0162084941901,73,Sulawesi Selatan,7322,Luwu Utara,73,Sulawesi Selatan,7322,Luwu Utara,2017,Kabupaten,758163.07235,7322,7632.63711,-2.394945844819459,120.16072592296938
,426,0.63076781461,0.00432699201367,73,Sulawesi Selatan,7325,Luwu Timur,73,Sulawesi Selatan,7324,Luwu Timur,2017,Kabupaten,672326.6367,7325,6768.48756,-2.5506780734644283,121.1385182487634
,427,0.0762083092827,0.000270350717985,73,Sulawesi Selatan,7326,Toraja Utara,73,Sulawesi Selatan,7326,Toraja Utara,2017,Kabupaten,124194.45456,7326,1250.29334,-2.8881793897007255,119.86893361264687
,428,0.0324136414329,2.43545770249e-05,73,Sulawesi Selatan,7371,Kota Makassar,73,Sulawesi Selatan,7371,Makassar,2017,Kota,18434.88368,7371,185.58131,-5.133417576267245,119.46114643830622
,429,0.221576579158,0.00171704142836,73,Sulawesi Selatan,7372,Kota Parepare,73,Sulawesi Selatan,7372,Parepare,2017,Kota,8812.86871,7372,88.7197,-4.029351701078474,119.66160212311384
,430,0.0719637190758,0.000230454611695,73,Sulawesi Selatan,7373,Kota Palopo,73,Sulawesi Selatan,7373,Palopo,2017,Kota,28172.96884,7373,283.62327,-2.9804740323489325,120.14788227898318
,431,0.104956616632,0.000532528613944,74,Sulawesi Tenggara,7401,Buton,74,Sulawesi Tenggara,7404,Buton,2017,Kabupaten,166778.53925,7401,1678.92902,-5.312806972636647,122.92447842029794
,432,0.141376643904,0.00117487696789,74,Sulawesi Tenggara,7402,Muna,74,Sulawesi Tenggara,7403,Muna,2017,Kabupaten,195628.13301,7402,1969.36783,-4.93950199191677,122.63860039352541
,433,0.132199156827,0.000577580670685,74,Sulawesi Tenggara,7403,Konawe,74,Sulawesi Tenggara,7402,Konawe,2017,Kabupaten,509026.05793,7403,5124.43519,-3.5253946861663024,121.88615783244353
,434,0.297621352768,0.00188247687675,74,Sulawesi Tenggara,7404,Kolaka,74,Sulawesi Tenggara,7401,Kolaka,2017,Kabupaten,309161.05373,7404,3112.34076,-4.074941350464884,121.52935628760623
,435,0.196895909878,0.000881855634936,74,Sulawesi Tenggara,7405,Konawe Selatan,74,Sulawesi Tenggara,7405,Konawe Selatan,2017,Kabupaten,427503.80086,7405,4303.6903,-4.2626521810580105,122.42083547140172
,436,0.287797729389,0.0033876729034,74,Sulawesi Tenggara,7406,Bombana,74,Sulawesi Tenggara,7406,Bombana,2017,Kabupaten,335746.59558,7406,3379.93475,-4.7978437510086955,121.8512758026264
,437,0.141195907979,0.00103128992787,74,Sulawesi Tenggara,7407,Wakatobi,74,Sulawesi Tenggara,7407,Wakatobi,2017,Kabupaten,46758.6863,7407,470.7084,-5.57073394620619,123.78490034205325
,438,0.0915747531438,0.000406622370345,74,Sulawesi Tenggara,7408,Kolaka Utara,74,Sulawesi Tenggara,7408,Kolaka Utara,2017,Kabupaten,326105.28649,7408,3282.95986,-3.2454609822046536,121.1519235658838
,439,0.342617330368,0.00415618724669,74,Sulawesi Tenggara,7409,Buton Utara,74,Sulawesi Tenggara,7410,Buton Utara,2017,Kabupaten,167540.05909,7409,1686.61617,-4.695606567787955,123.01743801306475
,440,0.138941741556,0.000577342772344,74,Sulawesi Tenggara,7410,Konawe Utara,74,Sulawesi Tenggara,7409,Konawe Utara,2017,Kabupaten,469626.75415,7410,4727.80736,-3.385155741498977,121.99693076917282
,441,0.278017514548,0.00360427153521,74,Sulawesi Tenggara,7411,Kolaka Timur,74,Sulawesi Tenggara,7411,Kolaka Timur,2017,Kabupaten,373501.31835,7411,3760.07424,-3.795358014136125,121.61223761433818
,442,0.247265829632,0.00185008125805,74,Sulawesi Tenggara,7412,Konawe Kepulauan,74,Sulawesi Tenggara,7412,Konawe Kepulauan,2017,Kabupaten,71573.9532,7412,720.53842,-4.114415857468587,123.0950540658955
,443,0.0889380278679,0.000507933102926,74,Sulawesi Tenggara,7413,Muna Barat,74,Sulawesi Tenggara,7413,Muna Barat,2017,Kabupaten,81993.1206,7413,825.41814,-4.817475718396876,122.49314358519419
,444,0.267221516294,0.00195706355045,74,Sulawesi Tenggara,7414,Buton Tengah,74,Sulawesi Tenggara,7414,Buton Tengah,2017,Kabupaten,85343.75209,7414,859.13986,-5.316823821936229,122.39897465856188
,445,0.0450545407691,8.45853314353e-05,74,Sulawesi Tenggara,7415,Buton Selatan,74,Sulawesi Tenggara,7415,Buton Selatan,2017,Kabupaten,54485.97213,7415,548.49675,-5.605820914082521,122.6772899869363
,446,0.0731166443344,0.00013412867955,74,Sulawesi Tenggara,7471,Kota Kendari,74,Sulawesi Tenggara,7471,Kendari,2017,Kota,27045.6707,7471,272.27058,-4.000395568535314,122.5326209280227
,447,0.146077650942,0.000977892516855,74,Sulawesi Tenggara,7472,Kota Baubau,74,Sulawesi Tenggara,7472,Baubau,2017,Kota,29302.92993,7472,294.98648,-5.430032694039403,122.67526754702851
,448,0.227900733486,0.00108234161419,75,Gorontalo,7501,Boalemo,75,Gorontalo,7502,Boalemo,2017,Kabupaten,184035.93081,7501,1852.76074,0.6555993394361129,122.32587836924381
,449,0.119458406337,0.000678272739641,75,Gorontalo,7502,Gorontalo,75,Gorontalo,7501,Gorontalo,2017,Kabupaten,216380.06729,7502,2178.38141,0.6937946800927688,122.71075819951798
,450,0.143571879259,0.0004546546899,75,Gorontalo,7503,Pohuwato,75,Gorontalo,7504,Pahuwato,2017,Kabupaten,436118.76966,7503,4390.57553,0.6881180518748828,121.71103714382407
,451,0.0305311478649,2.97080435202e-05,75,Gorontalo,7504,Bone Bolango,75,Gorontalo,7503,Bone Bolango,2017,Kabupaten,190105.38486,7504,1913.86483,0.5331299970924822,123.2911431454798
,452,0.200769920952,0.000797105178286,75,Gorontalo,7505,Gorontalo Utara,75,Gorontalo,7505,Gorontalo Utara,2017,Kabupaten,170059.75433,7505,1712.05596,0.8860781037966813,122.66000381377009
,453,0.0768688253876,0.000200008090225,75,Gorontalo,7571,Kota Gorontalo,75,Gorontalo,7571,Gorontalo,2017,Kota,6726.66352,7571,67.71994,0.539453813949424,123.05579414696372
,454,0.103835403502,0.000284209593735,76,Sulawesi Barat,7601,Majene,76,Sulawesi Barat,7605,Majene,2017,Kabupaten,89407.61109,7601,900.08328,-3.167416678928875,118.91968133951116
,455,0.0902821313774,0.000413400684489,76,Sulawesi Barat,7602,Polewali Mandar,76,Sulawesi Barat,7604,Polewali Mandar,2017,Kabupaten,209268.85606,7602,2106.7451,-3.3119455599831022,119.14448117838847
,456,0.163914244051,0.00124394956766,76,Sulawesi Barat,7603,Mamasa,76,Sulawesi Barat,7603,Mamasa,2017,Kabupaten,297788.67375,7603,2997.90296,-2.9488046518090174,119.31189208704917
,457,0.293619378401,0.0033082720502,76,Sulawesi Barat,7604,Mamuju,76,Sulawesi Barat,7602,Mamuju,2017,Kabupaten,480377.81717,7604,4836.08977,-2.530675005155979,119.32496692861989
,458,0.288665777135,0.00271355122006,76,Sulawesi Barat,7605,Mamuju Utara,76,Sulawesi Barat,7601,Mamuju Utara,2017,Kabupaten,295343.24982,7605,2973.32345,-1.4856642101042288,119.5072072923238
,459,0.175401117632,0.00115897575689,76,Sulawesi Barat,7606,Mamuju Tengah,76,Sulawesi Barat,7606,Mamuju Tengah,2017,Kabupaten,287934.45272,7606,2898.72595,-2.0077678624582096,119.51843699999698
,460,0.375186139024,0.00587161625926,81,Maluku,8101,Maluku Tenggara Barat,81,Maluku,8103,Maluku Tenggara Barat,2017,Kabupaten,451069.75635,8101,4540.56694,-7.584403269203593,131.36764906687992
,461,0.117647071936,0.00075661556027,81,Maluku,8102,Maluku Tenggara,81,Maluku,8102,Maluku Tenggara,2017,Kabupaten,102233.00669,8102,1029.15262,-5.674753702693174,132.8903569832338
,462,0.0853633933918,0.00029355064693,81,Maluku,8103,Maluku Tengah,81,Maluku,8101,Maluku Tengah,2017,Kabupaten,813796.41313,8103,8192.6424,-3.15935989966076,129.29145096301465
,463,0.109607787906,0.00053148919518,81,Maluku,8104,Buru,81,Maluku,8104,Buru,2017,Kabupaten,447396.7719,8104,4504.01977,-3.3029380851024497,126.72128545301786
,464,0.542115862311,0.0156457604559,81,Maluku,8105,Kepulauan Aru,81,Maluku,8107,Kepulauan Aru,2017,Kabupaten,821810.72799,8105,8272.84558,-6.195864787642663,134.4504113378623
,465,0.389555947817,0.0068143960681,81,Maluku,8106,Seram Bagian Barat,81,Maluku,8106,Seram Bagian Barat,2017,Kabupaten,500627.39744,8106,5039.91262,-3.1334669972558187,128.35347843533975
,466,0.368795608812,0.00351272213249,81,Maluku,8107,Seram Bagian Timur,81,Maluku,8105,Seram Bagian Timur,2017,Kabupaten,583195.63062,8107,5871.12047,-3.415883664078097,130.4383098381614
,467,0.744670968935,0.0279730717754,81,Maluku,8108,Maluku Barat Daya,81,Maluku,8108,Maluku Barat Daya,2017,Kabupaten,468708.55571,8108,4718.08824,-7.823386987554771,127.32388067120573
,468,0.642229379752,0.0187002622355,81,Maluku,8109,Buru Selatan,81,Maluku,8109,Buru Selatan,2017,Kabupaten,415657.98498,8109,4184.48433,-3.5696048639061364,126.55282333999756
,469,0.123914134744,0.000458950599995,81,Maluku,8171,Kota Ambon,81,Maluku,8171,Kota Ambon,2017,Kota,29780.22126,8171,299.80099,-3.6771798357920877,128.1797045281591
,470,0.112700571824,0.00046439655791,81,Maluku,8172,Kota Tual,81,Maluku,8172,Kota Tual,2017,Kota,23319.68001,8172,234.75371,-5.553113332631026,132.46653751842126
,471,0.0488559891608,0.000102403883645,82,Maluku Utara,8201,Halmahera Barat,82,Maluku Utara,8201,Halmahera Barat,2017,Kabupaten,217781.09144,8201,2192.47955,1.3641783935751373,127.58966802629412
,472,0.361296673049,0.00272541262589,82,Maluku Utara,8202,Halmahera Tengah,82,Maluku Utara,8202,Halmahera Tengah,2017,Kabupaten,226546.07982,8202,2280.72795,0.40274106748661964,128.2821960219882
,473,0.170921446081,0.00153752869099,82,Maluku Utara,8203,Kepulauan Sula,82,Maluku Utara,8205,Kepulauan Sula,2017,Kabupaten,178987.85007,8203,1801.9271,-1.9632967008633935,125.83907455608579
,474,0.185417128937,0.000901167596284,82,Maluku Utara,8204,Halmahera Selatan,82,Maluku Utara,8204,Halmahera Selatan,2017,Kabupaten,815719.25606,8204,8212.15114,-0.8235483295334192,127.70511015063754
,475,0.382713233138,0.000692395448751,82,Maluku Utara,8205,Halmahera Utara,82,Maluku Utara,8203,Halmahera Utara,2017,Kabupaten,348022.97557,8205,3503.66704,1.5423150567150863,127.83106228613684
,476,0.623907198222,0.0142325185744,82,Maluku Utara,8206,Halmahera Timur,82,Maluku Utara,8206,Halmahera Timur,2017,Kabupaten,646911.8073,8206,6512.70144,1.0311732818683579,128.30855563949143
,477,0.153961627742,0.000392557823385,82,Maluku Utara,8207,Pulau Morotai,82,Maluku Utara,8207,Pulau Morotai,2017,Kabupaten,234677.72923,8207,2362.56745,2.316572985700195,128.44836091184416
,478,0.170631088749,0.00074151417023,82,Maluku Utara,8208,Pulau Taliabu,82,Maluku Utara,8208,Pulau Taliabu,2017,Kabupaten,299344.69104,8208,3013.60087,-1.818859949789612,124.74064209955654
,479,0.045918697501,7.79856859799e-05,82,Maluku Utara,8271,Kota Ternate,82,Maluku Utara,8271,Ternate,2017,Kota,16202.46065,8271,163.11632,0.8388326849972515,127.17256885981037
,480,0.0775668237183,0.00023284382571,82,Maluku Utara,8272,Kota Tidore Kepulauan,82,Maluku Utara,8272,Tidore Kepulauan,2017,Kota,168409.39494,8272,1695.44294,0.4851921048355661,127.67367006071122
,481,0.598529818164,0.00984596413973,91,Papua Barat,9101,Fakfak,92,Papua Barat,9203,Fak Fak,2017,Kabupaten,1101837.11179,9101,11092.41614,-3.0592979605554755,132.91208544589364
,482,0.564093200971,0.00943392775143,91,Papua Barat,9102,Kaimana,92,Papua Barat,9208,Kaimana,2017,Kabupaten,1622004.45905,9102,16328.92231,-3.61303349806227,134.02252031797124
,483,0.708064513515,0.018362574363,91,Papua Barat,9103,Teluk Wondama,92,Papua Barat,9207,Teluk Wondama,2017,Kabupaten,645227.52627,9103,6495.65228,-2.8228113020918952,134.37448736339238
,484,0.624935587398,0.0116329814511,91,Papua Barat,9104,Teluk Bintuni,92,Papua Barat,9206,Teluk Bintuni,2017,Kabupaten,2078085.31786,9104,20920.72563,-2.0030982905791928,133.308510859766
,486,0.23306833315,0.0028114157456,91,Papua Barat,9106,Sorong Selatan,92,Papua Barat,9204,Sorong Selatan,2017,Kabupaten,565033.7678,9106,5688.38295,-1.7166784648883764,132.15111985562763
,487,0.862166316,0.0304216677273,91,Papua Barat,9107,Sorong,92,Papua Barat,9201,Sorong,2017,Kabupaten,780103.76071,9107,7853.59182,-1.1165906216046027,131.56448723464018
,488,0.687928697482,0.00143848166655,91,Papua Barat,9108,Raja Ampat,92,Papua Barat,9205,Raja Ampat,2017,Kabupaten,780191.57147,9108,7854.47568,-0.9001476361814366,130.57427934381653
,489,1.90588700424,0.0885410900411,91,Papua Barat,9109,Tambrauw,92,Papua Barat,9209,Tambrauw,2017,Kabupaten,1173862.314,9109,11817.71871,-0.806709841623473,132.7511333662371
,490,0.16671971361,0.00125359262705,91,Papua Barat,9110,Maybrat,92,Papua Barat,9210,Maybrat,2017,Kabupaten,330484.95742,9110,3327.11057,-1.322247777460044,132.3756784814474
,491,0.543262164685,0.0181063242597,91,Papua Barat,9111,Manokwari Selatan,92,Papua Barat,9211,Manokwari Selatan,2017,Kabupaten,238475.51136,9111,2400.81457,-1.5930660926045703,133.97273598008962
,493,0.188388779875,0.00052334866076,91,Papua Barat,9171,Kota Sorong,92,Papua Barat,9271,Sorong,2017,Kota,29738.26837,9171,299.38643,-0.8704765906438268,131.33783800464067
,494,2.02950932646,0.0584634482384,94,Papua,9401,Merauke,91,Papua,9101,Merauke,2017,Kabupaten,4484555.28435,9401,45142.14821,-7.840149703675268,139.70434046029644
,495,0.0688467757439,0.000271147945591,94,Papua,9402,Jayawijaya,91,Papua,9102,Jayawijaya,2017,Kabupaten,265022.12915,9402,2667.99154,-4.088256158070627,138.86933795051496
,496,1.35168376958,0.0643733958147,94,Papua,9403,Jayapura,91,Papua,9103,Jayapura,2017,Kabupaten,1438760.27047,9403,14484.30216,-2.978903134852455,139.97582360159277
,497,0.273840471257,0.00308134900162,94,Papua,9404,Nabire,91,Papua,9104,Nabire,2017,Kabupaten,1230722.35858,9404,12389.87841,-3.376555491288597,135.58432543038532
,498,0.175253381944,0.00122639370258,94,Papua,9408,Kepulauan Yapen,91,Papua,9105,Kepulauan Yapen,2017,Kabupaten,243581.55461,9408,2452.21645,-1.7456981623012486,136.17413436330068
,499,0.12563326821,0.000454111483185,94,Papua,9409,Biak Numfor,91,Papua,9106,Biak Numfor,2017,Kabupaten,225295.04351,9409,2268.12946,-1.0039940460778705,135.84431533497525
,500,0.109340819747,0.000391481581425,94,Papua,9410,Paniai,91,Papua,9108,Paniai,2017,Kabupaten,472977.38893,9410,4761.50948,-3.8051988502703136,136.49284009488457
,501,1.3600667448,0.0755640332911,94,Papua,9411,Puncak Jaya,91,Papua,9107,Puncak Jaya,2017,Kabupaten,443579.34171,9411,4465.57918,-3.460215580962725,137.84375769327374
,502,1.26647489447,0.015298132994,94,Papua,9412,Mimika,91,Papua,9109,Mimika,2017,Kabupaten,1793779.72239,9412,18057.94245,-4.500496139802828,136.69388567346363
,503,0.672889824377,0.0278746534157,94,Papua,9413,Boven Digoel,91,Papua,9116,Boven Digoel,2017,Kabupaten,2391407.57553,9413,24073.47846,-5.987000924524434,140.36645217355553
,504,2.67672018989,0.193946809873,94,Papua,9414,Mappi,91,Papua,9117,Mappi,2017,Kabupaten,2616113.23565,9414,26335.17201,-6.495805617760449,139.3990145586796
,505,0.301750521822,0.00426560107673,94,Papua,9415,Asmat,91,Papua,9118,Asmat,2017,Kabupaten,2524572.18738,9415,25414.36465,-5.3690805198076275,138.56035063859574
,506,0.0483111125328,0.00013153232143,94,Papua,9416,Yahukimo,91,Papua,9113,Yahukimo,2017,Kabupaten,1470476.6008,9416,14803.25802,-4.48920644486582,139.60325048543234
,507,0.420640875688,0.00902051183583,94,Papua,9417,Pegunungan Bintang,91,Papua,9112,Kab Pegunungan Bintang,2017,Kabupaten,1538217.94082,9417,15485.19946,-4.51749718585348,140.53269475341327
,508,0.0661540013647,0.00021816266274,94,Papua,9418,Tolikara,91,Papua,9114,Tolikara,2017,Kabupaten,365742.1579,9418,3681.9796,-3.483927785594827,138.40858719051505
,509,0.340630348956,0.00308559182918,94,Papua,9419,Sarmi,91,Papua,9110,Sarmi,2017,Kabupaten,1406457.05617,9419,14159.1767,-2.471878085602691,139.00316703754345
,510,0.576283076708,0.0105112957522,94,Papua,9420,Keerom,91,Papua,9111,Keerom,2017,Kabupaten,911141.3189,9420,9172.60999,-3.332129541727913,140.68325992453882
,511,0.185806068386,0.00176871562222,94,Papua,9426,Waropen,91,Papua,9115,Waropen,2017,Kabupaten,1082124.84798,9426,10894.00925,-2.7469682459772082,136.72818551310243
,512,0.289017283682,0.00369743618929,94,Papua,9427,Supiori,91,Papua,9119,Supiori,2017,Kabupaten,67105.83143,9427,675.58014,-0.7320891587827743,135.56465243738694
,513,0.306024291949,0.00440614443173,94,Papua,9428,Mamberamo Raya,91,Papua,9120,Mamberamo Raya,2017,Kabupaten,2895978.99884,9428,29154.58316,-2.4896222340733956,137.96906678293686
,514,0.423332275435,0.0105828316275,94,Papua,9429,Nduga,91,Papua,9124,Nduga,2017,Kabupaten,701391.78885,9429,7060.90613,-4.427393078503478,138.24047338840816
,515,0.126977738651,0.000728073527404,94,Papua,9430,Lanny Jaya,91,Papua,9123,Lany Jaya,2017,Kabupaten,370431.8703,9430,3729.16324,-3.9856667853320538,138.27098218450453
,516,0.276744464611,0.0042249322122,94,Papua,9431,Mamberamo Tengah,91,Papua,9121,Mamberamo Tengah,2017,Kabupaten,309887.12534,9431,3119.67325,-3.6086341115859484,139.0276651416352
,517,0.58651233279,0.0209978306682,94,Papua,9432,Yalimo,91,Papua,9122,Yalimo,2017,Kabupaten,402121.6928,9432,4048.19782,-3.813879354213458,139.4585918219737
,518,0.353155866255,0.00755416462861,94,Papua,9433,Puncak,91,Papua,9125,Puncak,2017,Kabupaten,799757.99299,9433,8051.26321,-3.6195420391071496,137.4000323600759
,519,1.6433951823,0.080643962438,94,Papua,9434,Dogiyai,91,Papua,9126,Dogiyai,2017,Kabupaten,466740.65848,9434,4698.70809,-4.016855376919882,135.66759910673224
,520,0.279080933102,0.0044447012329,94,Papua,9435,Intan Jaya,91,Papua,9127,Intan Jaya,2017,Kabupaten,465084.06662,9435,4682.0653,-3.536387532808406,136.7448086261519
,521,0.732576839538,0.0252258683713,94,Papua,9436,Deiyai,91,Papua,9128,Deiyai,2017,Kabupaten,184679.12419,9436,1859.17278,-4.140289573526386,136.38461568497954
,522,0.284984737872,0.00414593240701,94,Papua,9471,Kota Jayapura,91,Papua,9171,Jayapura,2017,Kota,75982.23057,9471,764.93209,-2.659352331621906,140.80889644412335
,525,0.272926266265,0.00411766568214,91,Papua Barat,9112,Pegunungan Arfak,92,Papua Barat,9212,Pegunungan Arfak,2017,Kabupaten,328966.86193,9112,3311.82955,-1.1953920807666962,133.7338928350233
,532,0.12982310011,0.00100365264163,91,Papua Barat,9105,Manokwari,92,Papua Barat,9202,Manokwari,2017,Kabupaten,194594.20532,9105,1959.05336,-0.9083588052018189,133.8512580967311
,535,0.0594967271483,0.00015069864846,32,Jawa Barat,3207,Ciamis,32,Jawa Barat,3207,Ciamis,2017,Kabupaten,161932.3334,3207,1630.06095,-7.29053690285331,108.42864856238518
,536,0.0563375837505,0.000109547087395,17,Bengkulu,1704,Kaur,17,Bengkulu,1704,Kaur,2017,Kabupaten,255765.61763,1704,2574.78215,-4.60719695403005,103.40750472085702
