id,OBJECTID,Shape_Leng,Shape_Area,A1C_BPS,A1N_BPS,A2C_BPS,A2N_BPS,A1C_SIAK,A1N_SIAK,A2C_SIAK,A2N_SIAK,YEAR,Type,Hectares,A2TEXT,SquareKM,latitude,longitude,provinsi_clean,Provinsi_x,2022_x,2023_x,Ketahanan Bangunan.csv.xl,Tembok,Plesteran Anyaman Bambu/Kawat,Kayu/Papan,Anyaman Bambu,Batang Kayu,Bambu,Lainnya,Listrik,Gas,Minyak Tanah,Kayu Bakar,Briket/Arang/Lainnya,Tidak Memasak,Milik Sendiri,Kontrak/Sewa,Bebas Sewa,Dinas,Pengeluaran Bahan Bakar.c,Listrik PLN,Listrik Non-PLN,Bukan Listrik,Sewa/Kontrak Rumah,Pemeliharaan dan Perbaikan Ringan,Air,Bahan Bakar,Kebutuhan Lainnya untuk Rumah,SHM atas Nama ART,SHM Bukan atas Nama ART dengan Perjanjian,SHM Bukan atas Nama ART tanpa Perjanjian,Air Kemasan Bermerk,Air Isi Ulang,Leding,Sumur Bor/Pompa,Sumur Terlindung,Sumur Tak Terlindung,Mata Air Terlindung,Mata Air Tak Terlindung,Air Permukaan,Air Hujan,Akses Air Minum Layak.csv,Beton,Genteng,Seng,Asbes,Kayu/Sirap,Jerami/Ijuk/Daun-Daunan/Rumbia,Akses Sanitasi Layak.csv.,Pengeluaran Air.csv.xlsx,Rumah Layak Huni.csv.xlsx,Marmer/Granit,Keramik,Parket/Vinil/Karpet,Ubin/Tegel/Teraso,Semen/Bata Merah,Tanah,Pengeluaran Gas.csv.xlsx,Ada Digunakan hanya ART Sendiri,Ada Digunakan bersama ART Rumah Tangga Tertentu,Ada di MCK Komunal,Ada di MCK Umum,Ada ART Tidak Menggunakan,Tidak Ada Fasilitas,Pengeluaran Perbaikan.csv,Pengeluaran Listrik.csv.x,Pengeluaran Sewa.csv.xlsx,Fasilitas Cuci Tangan.csv,≥7.2 m2,≥10 m2,Provinsi_y,2022_y,2023_y,2024,jarak_ke_provinsi
,444,0.267221516294,0.00195706355045,74,Sulawesi Tenggara,7414,Buton Tengah,74,Sulawesi Tenggara,7414,Buton Tengah,2017,Kabupaten,85343.75209,7414,859.13986,-5.316823821936229,122.39897465856188,SULAWESI TENGGARA,Sulawesi Tenggara,91.84,92.53,93.46,60.98,0.34,37.58,0.2,,0.11,0.8,,71.12,17.3,11.42,0.05,0.12,91.37,2.32,6.06,0.24,19810.0,97.83,2.05,0.11,0.13,0.34,0.39,2.1,0.25,74.97,5.96,6.04,0.91,46.95,9.83,12.67,13.68,1.43,11.34,0.74,0.26,2.18,95.31,0.9,2.17,92.48,3.27,0.18,0.52,90.62,4571.0,76.67,1.41,38.44,,2.88,39.89,0.82,12135.0,91.16,4.13,0.33,0.44,0.09,3.85,5152.0,29554.0,1719.0,86.6,93.03,84.23,Sulawesi Tenggara,2689.0,2254.0,1719.0,0
,445,0.0450545407691,8.45853314353e-05,74,Sulawesi Tenggara,7415,Buton Selatan,74,Sulawesi Tenggara,7415,Buton Selatan,2017,Kabupaten,54485.97213,7415,548.49675,-5.605820914082521,122.6772899869363,SULAWESI TENGGARA,Sulawesi Tenggara,91.84,92.53,93.46,60.98,0.34,37.58,0.2,,0.11,0.8,,71.12,17.3,11.42,0.05,0.12,91.37,2.32,6.06,0.24,19810.0,97.83,2.05,0.11,0.13,0.34,0.39,2.1,0.25,74.97,5.96,6.04,0.91,46.95,9.83,12.67,13.68,1.43,11.34,0.74,0.26,2.18,95.31,0.9,2.17,92.48,3.27,0.18,0.52,90.62,4571.0,76.67,1.41,38.44,,2.88,39.89,0.82,12135.0,91.16,4.13,0.33,0.44,0.09,3.85,5152.0,29554.0,1719.0,86.6,93.03,84.23,Sulawesi Tenggara,2689.0,2254.0,1719.0,0
,446,0.0731166443344,0.00013412867955,74,Sulawesi Tenggara,7471,Kota Kendari,74,Sulawesi Tenggara,7471,Kendari,2017,Kota,27045.6707,7471,272.27058,-4.000395568535314,122.5326209280227,SULAWESI TENGGARA,Sulawesi Tenggara,91.84,92.53,93.46,60.98,0.34,37.58,0.2,,0.11,0.8,,71.12,17.3,11.42,0.05,0.12,91.37,2.32,6.06,0.24,19810.0,97.83,2.05,0.11,0.13,0.34,0.39,2.1,0.25,74.97,5.96,6.04,0.91,46.95,9.83,12.67,13.68,1.43,11.34,0.74,0.26,2.18,95.31,0.9,2.17,92.48,3.27,0.18,0.52,90.62,4571.0,76.67,1.41,38.44,,2.88,39.89,0.82,12135.0,91.16,4.13,0.33,0.44,0.09,3.85,5152.0,29554.0,1719.0,86.6,93.03,84.23,Sulawesi Tenggara,2689.0,2254.0,1719.0,0
,447,0.146077650942,0.000977892516855,74,Sulawesi Tenggara,7472,Kota Baubau,74,Sulawesi Tenggara,7472,Baubau,2017,Kota,29302.92993,7472,294.98648,-5.430032694039403,122.67526754702853,SULAWESI TENGGARA,Sulawesi Tenggara,91.84,92.53,93.46,60.98,0.34,37.58,0.2,,0.11,0.8,,71.12,17.3,11.42,0.05,0.12,91.37,2.32,6.06,0.24,19810.0,97.83,2.05,0.11,0.13,0.34,0.39,2.1,0.25,74.97,5.96,6.04,0.91,46.95,9.83,12.67,13.68,1.43,11.34,0.74,0.26,2.18,95.31,0.9,2.17,92.48,3.27,0.18,0.52,90.62,4571.0,76.67,1.41,38.44,,2.88,39.89,0.82,12135.0,91.16,4.13,0.33,0.44,0.09,3.85,5152.0,29554.0,1719.0,86.6,93.03,84.23,Sulawesi Tenggara,2689.0,2254.0,1719.0,0
,448,0.227900733486,0.00108234161419,75,Gorontalo,7501,Boalemo,75,Gorontalo,7502,Boalemo,2017,Kabupaten,184035.93081,7501,1852.76074,0.6555993394361129,122.3258783692438,GORONTALO,Gorontalo,96.82,97.5,97.85,87.34,,11.5,0.96,,,,0.28,97.03,0.31,2.3,,0.07,86.05,1.07,12.7,0.17,15696.0,98.99,0.71,0.3,0.08,0.36,0.41,1.63,0.25,73.88,1.84,3.92,1.33,64.83,6.45,10.96,10.74,1.36,3.79,0.27,0.25,,96.13,0.1,0.48,98.59,0.22,,0.58,82.99,5340.0,72.04,0.29,40.59,,0.59,56.35,0.44,13707.0,71.7,13.59,4.55,3.38,,6.7,7580.0,29474.0,1044.0,82.62,89.0,77.11,Gorontalo,1420.0,,1044.0,0
,449,0.119458406337,0.000678272739641,75,Gorontalo,7502,Gorontalo,75,Gorontalo,7501,Gorontalo,2017,Kabupaten,216380.06729,7502,2178.38141,0.6937946800927688,122.71075819951798,GORONTALO,Gorontalo,96.82,97.5,97.85,87.34,,11.5,0.96,,,,0.28,97.03,0.31,2.3,,0.07,86.05,1.07,12.7,0.17,15696.0,98.99,0.71,0.3,0.08,0.36,0.41,1.63,0.25,73.88,1.84,3.92,1.33,64.83,6.45,10.96,10.74,1.36,3.79,0.27,0.25,,96.13,0.1,0.48,98.59,0.22,,0.58,82.99,5340.0,72.04,0.29,40.59,,0.59,56.35,0.44,13707.0,71.7,13.59,4.55,3.38,,6.7,7580.0,29474.0,1044.0,82.62,89.0,77.11,Gorontalo,1420.0,,1044.0,0
,450,0.143571879259,0.0004546546899,75,Gorontalo,7503,Pohuwato,75,Gorontalo,7504,Pahuwato,2017,Kabupaten,436118.76966,7503,4390.57553,0.6881180518748828,121.71103714382409,GORONTALO,Gorontalo,96.82,97.5,97.85,87.34,,11.5,0.96,,,,0.28,97.03,0.31,2.3,,0.07,86.05,1.07,12.7,0.17,15696.0,98.99,0.71,0.3,0.08,0.36,0.41,1.63,0.25,73.88,1.84,3.92,1.33,64.83,6.45,10.96,10.74,1.36,3.79,0.27,0.25,,96.13,0.1,0.48,98.59,0.22,,0.58,82.99,5340.0,72.04,0.29,40.59,,0.59,56.35,0.44,13707.0,71.7,13.59,4.55,3.38,,6.7,7580.0,29474.0,1044.0,82.62,89.0,77.11,Gorontalo,1420.0,,1044.0,0
,451,0.0305311478649,2.97080435202e-05,75,Gorontalo,7504,Bone Bolango,75,Gorontalo,7503,Bone Bolango,2017,Kabupaten,190105.38486,7504,1913.86483,0.5331299970924822,123.2911431454798,GORONTALO,Gorontalo,96.82,97.5,97.85,87.34,,11.5,0.96,,,,0.28,97.03,0.31,2.3,,0.07,86.05,1.07,12.7,0.17,15696.0,98.99,0.71,0.3,0.08,0.36,0.41,1.63,0.25,73.88,1.84,3.92,1.33,64.83,6.45,10.96,10.74,1.36,3.79,0.27,0.25,,96.13,0.1,0.48,98.59,0.22,,0.58,82.99,5340.0,72.04,0.29,40.59,,0.59,56.35,0.44,13707.0,71.7,13.59,4.55,3.38,,6.7,7580.0,29474.0,1044.0,82.62,89.0,77.11,Gorontalo,1420.0,,1044.0,0
,452,0.200769920952,0.000797105178286,75,Gorontalo,7505,Gorontalo Utara,75,Gorontalo,7505,Gorontalo Utara,2017,Kabupaten,170059.75433,7505,1712.05596,0.8860781037966813,122.66000381377007,GORONTALO,Gorontalo,96.82,97.5,97.85,87.34,,11.5,0.96,,,,0.28,97.03,0.31,2.3,,0.07,86.05,1.07,12.7,0.17,15696.0,98.99,0.71,0.3,0.08,0.36,0.41,1.63,0.25,73.88,1.84,3.92,1.33,64.83,6.45,10.96,10.74,1.36,3.79,0.27,0.25,,96.13,0.1,0.48,98.59,0.22,,0.58,82.99,5340.0,72.04,0.29,40.59,,0.59,56.35,0.44,13707.0,71.7,13.59,4.55,3.38,,6.7,7580.0,29474.0,1044.0,82.62,89.0,77.11,Gorontalo,1420.0,,1044.0,0
,453,0.0768688253876,0.000200008090225,75,Gorontalo,7571,Kota Gorontalo,75,Gorontalo,7571,Gorontalo,2017,Kota,6726.66352,7571,67.71994,0.539453813949424,123.05579414696372,GORONTALO,Gorontalo,96.82,97.5,97.85,87.34,,11.5,0.96,,,,0.28,97.03,0.31,2.3,,0.07,86.05,1.07,12.7,0.17,15696.0,98.99,0.71,0.3,0.08,0.36,0.41,1.63,0.25,73.88,1.84,3.92,1.33,64.83,6.45,10.96,10.74,1.36,3.79,0.27,0.25,,96.13,0.1,0.48,98.59,0.22,,0.58,82.99,5340.0,72.04,0.29,40.59,,0.59,56.35,0.44,13707.0,71.7,13.59,4.55,3.38,,6.7,7580.0,29474.0,1044.0,82.62,89.0,77.11,Gorontalo,1420.0,,1044.0,0
,454,0.103835403502,0.000284209593735,76,Sulawesi Barat,7601,Majene,76,Sulawesi Barat,7605,Majene,2017,Kabupaten,89407.61109,7601,900.08328,-3.167416678928875,118.91968133951116,SULAWESI BARAT,Sulawesi Barat,89.63,91.07,91.59,62.57,0.42,31.71,0.63,0.85,,3.77,0.51,85.17,,14.01,,,94.2,0.51,4.38,0.91,17339.0,94.99,4.62,0.39,0.03,0.4,0.19,1.94,0.19,59.43,2.93,3.26,0.3,30.82,6.75,15.95,14.43,3.29,12.98,8.27,6.51,0.65,80.14,0.74,1.54,94.82,0.92,,1.61,82.52,2450.0,59.95,1.81,28.57,0.41,6.01,38.76,1.19,13265.0,83.36,5.04,0.67,1.39,2.8,6.74,6815.0,24278.0,602.0,78.07,91.7,82.4,Sulawesi Barat,785.0,,602.0,0
,455,0.0902821313774,0.000413400684489,76,Sulawesi Barat,7602,Polewali Mandar,76,Sulawesi Barat,7604,Polewali Mandar,2017,Kabupaten,209268.85606,7602,2106.7451,-3.3119455599831022,119.14448117838847,SULAWESI BARAT,Sulawesi Barat,89.63,91.07,91.59,62.57,0.42,31.71,0.63,0.85,,3.77,0.51,85.17,,14.01,,,94.2,0.51,4.38,0.91,17339.0,94.99,4.62,0.39,0.03,0.4,0.19,1.94,0.19,59.43,2.93,3.26,0.3,30.82,6.75,15.95,14.43,3.29,12.98,8.27,6.51,0.65,80.14,0.74,1.54,94.82,0.92,,1.61,82.52,2450.0,59.95,1.81,28.57,0.41,6.01,38.76,1.19,13265.0,83.36,5.04,0.67,1.39,2.8,6.74,6815.0,24278.0,602.0,78.07,91.7,82.4,Sulawesi Barat,785.0,,602.0,0
,456,0.163914244051,0.00124394956766,76,Sulawesi Barat,7603,Mamasa,76,Sulawesi Barat,7603,Mamasa,2017,Kabupaten,297788.67375,7603,2997.90296,-2.9488046518090174,119.31189208704916,SULAWESI BARAT,Sulawesi Barat,89.63,91.07,91.59,62.57,0.42,31.71,0.63,0.85,,3.77,0.51,85.17,,14.01,,,94.2,0.51,4.38,0.91,17339.0,94.99,4.62,0.39,0.03,0.4,0.19,1.94,0.19,59.43,2.93,3.26,0.3,30.82,6.75,15.95,14.43,3.29,12.98,8.27,6.51,0.65,80.14,0.74,1.54,94.82,0.92,,1.61,82.52,2450.0,59.95,1.81,28.57,0.41,6.01,38.76,1.19,13265.0,83.36,5.04,0.67,1.39,2.8,6.74,6815.0,24278.0,602.0,78.07,91.7,82.4,Sulawesi Barat,785.0,,602.0,0
,457,0.293619378401,0.0033082720502,76,Sulawesi Barat,7604,Mamuju,76,Sulawesi Barat,7602,Mamuju,2017,Kabupaten,480377.81717,7604,4836.08977,-2.530675005155979,119.32496692861989,SULAWESI BARAT,Sulawesi Barat,89.63,91.07,91.59,62.57,0.42,31.71,0.63,0.85,,3.77,0.51,85.17,,14.01,,,94.2,0.51,4.38,0.91,17339.0,94.99,4.62,0.39,0.03,0.4,0.19,1.94,0.19,59.43,2.93,3.26,0.3,30.82,6.75,15.95,14.43,3.29,12.98,8.27,6.51,0.65,80.14,0.74,1.54,94.82,0.92,,1.61,82.52,2450.0,59.95,1.81,28.57,0.41,6.01,38.76,1.19,13265.0,83.36,5.04,0.67,1.39,2.8,6.74,6815.0,24278.0,602.0,78.07,91.7,82.4,Sulawesi Barat,785.0,,602.0,0
,458,0.288665777135,0.00271355122006,76,Sulawesi Barat,7605,Mamuju Utara,76,Sulawesi Barat,7601,Mamuju Utara,2017,Kabupaten,295343.24982,7605,2973.32345,-1.4856642101042288,119.5072072923238,SULAWESI BARAT,Sulawesi Barat,89.63,91.07,91.59,62.57,0.42,31.71,0.63,0.85,,3.77,0.51,85.17,,14.01,,,94.2,0.51,4.38,0.91,17339.0,94.99,4.62,0.39,0.03,0.4,0.19,1.94,0.19,59.43,2.93,3.26,0.3,30.82,6.75,15.95,14.43,3.29,12.98,8.27,6.51,0.65,80.14,0.74,1.54,94.82,0.92,,1.61,82.52,2450.0,59.95,1.81,28.57,0.41,6.01,38.76,1.19,13265.0,83.36,5.04,0.67,1.39,2.8,6.74,6815.0,24278.0,602.0,78.07,91.7,82.4,Sulawesi Barat,785.0,,602.0,0
,459,0.175401117632,0.00115897575689,76,Sulawesi Barat,7606,Mamuju Tengah,76,Sulawesi Barat,7606,Mamuju Tengah,2017,Kabupaten,287934.45272,7606,2898.72595,-2.0077678624582096,119.51843699999698,SULAWESI BARAT,Sulawesi Barat,89.63,91.07,91.59,62.57,0.42,31.71,0.63,0.85,,3.77,0.51,85.17,,14.01,,,94.2,0.51,4.38,0.91,17339.0,94.99,4.62,0.39,0.03,0.4,0.19,1.94,0.19,59.43,2.93,3.26,0.3,30.82,6.75,15.95,14.43,3.29,12.98,8.27,6.51,0.65,80.14,0.74,1.54,94.82,0.92,,1.61,82.52,2450.0,59.95,1.81,28.57,0.41,6.01,38.76,1.19,13265.0,83.36,5.04,0.67,1.39,2.8,6.74,6815.0,24278.0,602.0,78.07,91.7,82.4,Sulawesi Barat,785.0,,602.0,0
,460,0.375186139024,0.00587161625926,81,Maluku,8101,Maluku Tenggara Barat,81,Maluku,8103,Maluku Tenggara Barat,2017,Kabupaten,451069.75635,8101,4540.56694,-7.584403269203593,131.36764906687992,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,461,0.117647071936,0.00075661556027,81,Maluku,8102,Maluku Tenggara,81,Maluku,8102,Maluku Tenggara,2017,Kabupaten,102233.00669,8102,1029.15262,-5.674753702693174,132.8903569832338,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,462,0.0853633933918,0.00029355064693,81,Maluku,8103,Maluku Tengah,81,Maluku,8101,Maluku Tengah,2017,Kabupaten,813796.41313,8103,8192.6424,-3.15935989966076,129.29145096301465,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,463,0.109607787906,0.00053148919518,81,Maluku,8104,Buru,81,Maluku,8104,Buru,2017,Kabupaten,447396.7719,8104,4504.01977,-3.3029380851024497,126.72128545301786,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,464,0.542115862311,0.0156457604559,81,Maluku,8105,Kepulauan Aru,81,Maluku,8107,Kepulauan Aru,2017,Kabupaten,821810.72799,8105,8272.84558,-6.195864787642663,134.4504113378623,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,465,0.389555947817,0.0068143960681,81,Maluku,8106,Seram Bagian Barat,81,Maluku,8106,Seram Bagian Barat,2017,Kabupaten,500627.39744,8106,5039.91262,-3.1334669972558187,128.35347843533975,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,466,0.368795608812,0.00351272213249,81,Maluku,8107,Seram Bagian Timur,81,Maluku,8105,Seram Bagian Timur,2017,Kabupaten,583195.63062,8107,5871.12047,-3.415883664078097,130.4383098381614,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,467,0.744670968935,0.0279730717754,81,Maluku,8108,Maluku Barat Daya,81,Maluku,8108,Maluku Barat Daya,2017,Kabupaten,468708.55571,8108,4718.08824,-7.823386987554771,127.32388067120571,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,468,0.642229379752,0.0187002622355,81,Maluku,8109,Buru Selatan,81,Maluku,8109,Buru Selatan,2017,Kabupaten,415657.98498,8109,4184.48433,-3.5696048639061364,126.55282333999756,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,469,0.123914134744,0.000458950599995,81,Maluku,8171,Kota Ambon,81,Maluku,8171,Kota Ambon,2017,Kota,29780.22126,8171,299.80099,-3.677179835792088,128.1797045281591,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,470,0.112700571824,0.00046439655791,81,Maluku,8172,Kota Tual,81,Maluku,8172,Kota Tual,2017,Kota,23319.68001,8172,234.75371,-5.553113332631026,132.46653751842126,MALUKU,Maluku,91.17,91.85,92.7,86.39,0.33,12.31,,0.12,0.07,0.66,0.21,1.55,69.43,28.53,0.16,0.12,,,,,24326.0,95.37,1.88,2.75,0.32,0.39,0.46,2.18,0.22,59.79,1.92,2.74,0.61,28.58,9.8,7.37,19.09,2.33,27.61,1.93,0.77,1.8,93.32,2.2,1.47,91.85,2.32,0.14,1.36,80.51,7124.0,66.13,0.83,43.17,1.06,8.42,40.11,2.03,666.0,81.33,5.95,0.68,3.79,0.07,8.18,6576.0,29333.0,6035.0,76.5,89.11,77.38,Maluku,6974.0,5680.0,6035.0,0
,471,0.0488559891608,0.000102403883645,82,Maluku Utara,8201,Halmahera Barat,82,Maluku Utara,8201,Halmahera Barat,2017,Kabupaten,217781.09144,8201,2192.47955,1.3641783935751373,127.58966802629412,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,472,0.361296673049,0.00272541262589,82,Maluku Utara,8202,Halmahera Tengah,82,Maluku Utara,8202,Halmahera Tengah,2017,Kabupaten,226546.07982,8202,2280.72795,0.4027410674866196,128.2821960219882,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,473,0.170921446081,0.00153752869099,82,Maluku Utara,8203,Kepulauan Sula,82,Maluku Utara,8205,Kepulauan Sula,2017,Kabupaten,178987.85007,8203,1801.9271,-1.9632967008633933,125.8390745560858,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
,474,0.185417128937,0.000901167596284,82,Maluku Utara,8204,Halmahera Selatan,82,Maluku Utara,8204,Halmahera Selatan,2017,Kabupaten,815719.25606,8204,8212.15114,-0.8235483295334192,127.70511015063754,MALUKU UTARA,Maluku Utara,92.84,93.84,93.28,83.96,0.77,14.38,0.11,0.16,0.22,0.39,0.3,2.21,58.23,39.09,,0.14,,,,,27404.0,94.27,4.44,1.28,0.2,0.6,0.48,2.12,0.22,81.85,2.24,1.39,0.34,33.29,18.36,5.79,20.49,3.48,11.45,1.22,2.19,3.15,88.92,1.31,1.42,94.38,1.52,0.19,0.84,82.32,8407.0,68.05,1.62,34.07,0.55,6.46,49.21,3.33,1080.0,82.52,5.32,1.37,4.87,,5.84,8340.0,32024.0,3164.0,83.79,93.68,85.51,Maluku Utara,3957.0,3270.0,3164.0,0
